# BUSCO version is: 2.0.1 ,,,,
"# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)",,,,
# To reproduce this run: python /home/deepseq/tool/BUSCO_v2.0.1/BUSCO.py -i GIGMd_Trinity_Assembled_Supertranscripts_morethanquinientos.fasta.fa.ca -o 202004060334-TCNJ6C9A7M6N71CB_GIGMd_Trinity_500to10000 -l /home/deepseq/tool/BUSCO_v2.0.1/embryophyta_odb9/ -m tran -c 32 -sp arabidopsis,,,,
#,,,,
# Busco id,Status,Sequence,Score,Length
EOG093606ND,Fragmented,C0000009998_TRINITY_DN20787_c0_g1,159.2,125
EOG093606NL,Missing,,,
EOG093606O6,Complete,C0000019768_TRINITY_DN8523_c0_g1,901.3,532
EOG093606O8,Fragmented,C0000018576_TRINITY_DN9918_c0_g1,833.4,488
EOG093606O9,Complete,C0000009100_TRINITY_DN1558_c0_g1,542.6,274
EOG093606OC,Complete,C0000020480_TRINITY_DN29371_c0_g1,1462.2,794
EOG093606Q8,Fragmented,C0000012489_TRINITY_DN24652_c0_g1,503.9,277
EOG093606QR,Missing,,,
EOG093606RM,Complete,C0000017813_TRINITY_DN24960_c0_g1,949.6,468
EOG093606RP,Complete,C0000005816_TRINITY_DN22348_c0_g1,249.1,177
EOG093606S1,Fragmented,C0000007242_TRINITY_DN11226_c1_g1,411.0,246
EOG093606ST,Missing,,,
EOG093606SW,Missing,,,
EOG093606T7,Fragmented,C0000007113_TRINITY_DN35116_c0_g1,310.4,166
EOG093606UJ,Missing,,,
EOG093606UT,Complete,C0000017217_TRINITY_DN1462_c0_g1,761.8,411
EOG093606VV,Complete,C0000012007_TRINITY_DN29159_c0_g1,516.9,253
EOG093606VY,Complete,C0000014345_TRINITY_DN24944_c0_g1,646.9,385
EOG093606W4,Complete,C0000017988_TRINITY_DN28960_c0_g1,595.5,497
EOG093606YS,Fragmented,C0000000825_TRINITY_DN4091_c0_g1,251.9,146
EOG093606ZH,Missing,,,
EOG093606ZK,Missing,,,
EOG0936070D,Missing,,,
EOG0936070W,Duplicated,C0000019350_TRINITY_DN8808_c0_g2,721.9,503
EOG0936070W,Duplicated,C0000019631_TRINITY_DN1444_c0_g1,760.1,489
EOG0936070W,Duplicated,C0000020851_TRINITY_DN10402_c0_g1,716.8,482
EOG0936071Y,Missing,,,
EOG09360720,Complete,C0000019281_TRINITY_DN9125_c0_g1,913.0,438
EOG09360725,Missing,,,
EOG0936072X,Complete,C0000017170_TRINITY_DN7853_c0_g3,767.5,385
EOG0936072Y,Complete,C0000016591_TRINITY_DN6310_c0_g1,915.8,463
EOG0936073E,Missing,,,
EOG09360748,Complete,C0000014790_TRINITY_DN31118_c1_g1,536.1,321
EOG0936075Y,Complete,C0000012163_TRINITY_DN15634_c0_g1,638.0,320
EOG0936076E,Complete,C0000018302_TRINITY_DN14915_c0_g1,653.3,428
EOG0936076T,Complete,C0000018879_TRINITY_DN11245_c0_g1,947.1,487
EOG0936077B,Complete,C0000015957_TRINITY_DN5544_c0_g1,564.5,338
EOG0936077I,Complete,C0000016470_TRINITY_DN9642_c0_g1,758.3,435
EOG09360784,Missing,,,
EOG0936079H,Fragmented,C0000011540_TRINITY_DN2043_c1_g1,267.4,263
EOG0936079P,Complete,C0000020616_TRINITY_DN217_c0_g1,590.2,550
EOG093607BZ,Complete,C0000014159_TRINITY_DN16065_c0_g1,651.4,341
EOG093607D0,Complete,C0000017064_TRINITY_DN34248_c0_g1,944.1,484
EOG093607E0,Missing,,,
EOG093607E9,Complete,C0000015288_TRINITY_DN14959_c0_g1,689.0,411
EOG093607EA,Missing,,,
EOG093607EB,Duplicated,C0000017406_TRINITY_DN6136_c0_g2,984.7,443
EOG093607EB,Duplicated,C0000017495_TRINITY_DN6136_c0_g1,984.7,443
EOG093607EE,Complete,C0000018320_TRINITY_DN24857_c0_g1,757.1,487
EOG093607FC,Fragmented,C0000012993_TRINITY_DN8203_c0_g3,424.8,241
EOG093607FH,Missing,,,
EOG093607FL,Complete,C0000019765_TRINITY_DN9712_c0_g1,927.1,555
EOG093607GQ,Complete,C0000017113_TRINITY_DN2040_c0_g2,739.0,466
EOG093607HU,Complete,C0000012570_TRINITY_DN3992_c0_g1,725.1,355
EOG093607HY,Duplicated,C0000015937_TRINITY_DN1747_c0_g1,513.5,360
EOG093607HY,Duplicated,C0000016684_TRINITY_DN1747_c0_g2,508.1,358
EOG093607I5,Fragmented,C0000014558_TRINITY_DN11005_c1_g1,316.3,178
EOG093607I7,Complete,C0000019521_TRINITY_DN6050_c0_g1,941.2,515
EOG093607J8,Missing,,,
EOG093607KK,Missing,,,
EOG093607LD,Missing,,,
EOG093607NG,Missing,,,
EOG093607NQ,Fragmented,C0000018417_TRINITY_DN7651_c1_g1,352.4,280
EOG093607OL,Missing,,,
EOG093607OO,Complete,C0000016342_TRINITY_DN2239_c0_g1,818.0,468
EOG093607OT,Complete,C0000014758_TRINITY_DN4471_c0_g1,759.5,464
EOG093607OZ,Complete,C0000011411_TRINITY_DN25196_c0_g1,338.4,269
EOG093607PL,Missing,,,
EOG093607PO,Missing,,,
EOG093607QO,Missing,,,
EOG093607RL,Complete,C0000017947_TRINITY_DN20715_c0_g1,494.5,474
EOG093607RN,Missing,,,
EOG093607RU,Complete,C0000016817_TRINITY_DN11968_c0_g1,788.5,444
EOG093607TC,Complete,C0000015355_TRINITY_DN14791_c0_g1,635.3,347
EOG093607TG,Fragmented,C0000014478_TRINITY_DN30255_c0_g1,833.3,416
EOG093607TH,Fragmented,C0000012995_TRINITY_DN16085_c0_g1,572.6,309
EOG093607U8,Missing,,,
EOG093607UA,Complete,C0000018905_TRINITY_DN11418_c0_g1,870.4,436
EOG093607UE,Missing,,,
EOG093607UJ,Missing,,,
EOG093607UO,Complete,C0000018677_TRINITY_DN25394_c0_g1,498.7,295
EOG093607WA,Complete,C0000014308_TRINITY_DN8333_c0_g1,582.7,377
EOG093607WN,Fragmented,C0000011315_TRINITY_DN3704_c0_g1,462.5,272
EOG093607XJ,Missing,,,
EOG093607YA,Complete,C0000014325_TRINITY_DN25006_c0_g1,711.0,365
EOG093607YB,Complete,C0000016689_TRINITY_DN35012_c0_g1,759.9,411
EOG093607ZG,Complete,C0000017012_TRINITY_DN6149_c0_g1,650.4,419
EOG093607ZP,Fragmented,C0000014373_TRINITY_DN29431_c0_g1,733.7,357
EOG093607ZT,Missing,,,
EOG09360803,Missing,,,
EOG09360806,Missing,,,
EOG0936081F,Missing,,,
EOG09360829,Complete,C0000018235_TRINITY_DN19472_c0_g1,736.8,491
EOG0936082I,Complete,C0000016740_TRINITY_DN4577_c0_g2,665.7,365
EOG0936082J,Missing,,,
EOG0936082K,Fragmented,C0000011151_TRINITY_DN30923_c0_g1,624.2,307
EOG0936082Y,Duplicated,C0000017141_TRINITY_DN15059_c1_g1,485.1,387
EOG0936082Y,Duplicated,C0000017267_TRINITY_DN8389_c0_g1,463.1,390
EOG0936083D,Missing,,,
EOG0936083O,Fragmented,C0000014436_TRINITY_DN9201_c0_g1,355.1,190
EOG09360843,Missing,,,
EOG0936084P,Fragmented,C0000011117_TRINITY_DN35691_c0_g1,439.9,277
EOG0936084R,Missing,,,
EOG0936085E,Missing,,,
EOG0936085U,Complete,C0000016395_TRINITY_DN3844_c0_g1,489.3,313
EOG0936086V,Missing,,,
EOG0936086W,Missing,,,
EOG09360877,Complete,C0000018591_TRINITY_DN15044_c0_g1,526.4,315
EOG0936087S,Missing,,,
EOG0936088K,Missing,,,
EOG0936088P,Fragmented,C0000020158_TRINITY_DN11020_c0_g1,780.8,400
EOG093608A7,Complete,C0000013667_TRINITY_DN17182_c0_g1,424.6,296
EOG093608AK,Missing,,,
EOG093608AS,Complete,C0000013676_TRINITY_DN24974_c1_g1,420.2,311
EOG093608AU,Missing,,,
EOG093608AX,Complete,C0000014289_TRINITY_DN3106_c0_g1,731.5,405
EOG093608B1,Complete,C0000017381_TRINITY_DN5977_c0_g1,780.8,436
EOG093608BO,Fragmented,C0000007895_TRINITY_DN21994_c0_g1,206.5,188
EOG093608CS,Fragmented,C0000008619_TRINITY_DN26466_c0_g1,496.5,258
EOG093608FN,Duplicated,C0000018397_TRINITY_DN9003_c0_g2,651.6,373
EOG093608FN,Duplicated,C0000020031_TRINITY_DN9003_c0_g1,617.7,372
EOG093608GA,Complete,C0000018995_TRINITY_DN6439_c0_g1,797.5,424
EOG093608GF,Duplicated,C0000011974_TRINITY_DN7341_c0_g2,572.8,318
EOG093608GF,Duplicated,C0000013424_TRINITY_DN7341_c0_g1,594.5,364
EOG093608GT,Complete,C0000019032_TRINITY_DN8596_c0_g1,796.8,568
EOG093608I9,Missing,,,
EOG093608IL,Fragmented,C0000009504_TRINITY_DN16350_c0_g1,494.9,245
EOG093608JW,Complete,C0000016446_TRINITY_DN201_c0_g1,868.9,398
EOG093608K2,Complete,C0000018579_TRINITY_DN11320_c0_g1,725.3,377
EOG093608KQ,Missing,,,
EOG093608LD,Complete,C0000018143_TRINITY_DN29738_c0_g1,827.1,456
EOG093608NO,Complete,C0000017887_TRINITY_DN15955_c0_g1,902.5,428
EOG093608OZ,Duplicated,C0000015190_TRINITY_DN1230_c0_g2,696.6,321
EOG093608OZ,Duplicated,C0000015221_TRINITY_DN1230_c0_g1,723.3,352
EOG093608P1,Fragmented,C0000007063_TRINITY_DN28799_c0_g1,387.2,229
EOG093608PC,Missing,,,
EOG093608PU,Missing,,,
EOG093608R5,Complete,C0000017754_TRINITY_DN11448_c0_g1,486.7,365
EOG093608SZ,Missing,,,
EOG093608T4,Fragmented,C0000005743_TRINITY_DN4477_c0_g1,197.6,157
EOG093608V7,Complete,C0000011625_TRINITY_DN1049_c0_g1,707.2,349
EOG093608VJ,Fragmented,C0000009128_TRINITY_DN24427_c0_g1,623.0,302
EOG093608WC,Complete,C0000011855_TRINITY_DN11045_c0_g1,272.4,211
EOG093608XE,Complete,C0000014643_TRINITY_DN34217_c0_g1,553.0,299
EOG093608XY,Complete,C0000018052_TRINITY_DN24462_c0_g1,768.7,429
EOG093608YK,Missing,,,
EOG093608ZW,Complete,C0000017664_TRINITY_DN8754_c0_g1,739.0,368
EOG0936090G,Fragmented,C0000015750_TRINITY_DN3762_c0_g2,364.0,232
EOG09360916,Complete,C0000020623_TRINITY_DN9059_c0_g1,587.4,329
EOG0936091G,Complete,C0000007690_TRINITY_DN1210_c0_g1,507.0,263
EOG0936091T,Missing,,,
EOG0936092Y,Complete,C0000017072_TRINITY_DN11439_c0_g1,763.5,371
EOG09360945,Fragmented,C0000017766_TRINITY_DN51_c0_g1,646.1,343
EOG0936096A,Fragmented,C0000000675_TRINITY_DN19556_c0_g1,164.6,106
EOG0936096C,Complete,C0000016673_TRINITY_DN4979_c0_g1,665.1,401
EOG0936097H,Missing,,,
EOG0936098C,Missing,,,
EOG0936098U,Fragmented,C0000006029_TRINITY_DN1474_c1_g1,258.2,214
EOG0936099K,Complete,C0000017875_TRINITY_DN35331_c0_g1,784.4,378
EOG0936099O,Complete,C0000017746_TRINITY_DN24395_c0_g1,742.2,392
EOG093609BK,Fragmented,C0000014839_TRINITY_DN11991_c0_g1,490.1,326
EOG093609C8,Fragmented,C0000009619_TRINITY_DN461_c0_g1,244.3,286
EOG093609D4,Complete,C0000013537_TRINITY_DN30484_c0_g1,609.7,328
EOG093609DP,Missing,,,
EOG093609EF,Complete,C0000017285_TRINITY_DN5494_c0_g1,712.2,398
EOG093609G8,Missing,,,
EOG093609GK,Fragmented,C0000006250_TRINITY_DN29778_c0_g1,286.5,127
EOG093609GV,Complete,C0000015660_TRINITY_DN5747_c0_g1,792.5,363
EOG093609HF,Complete,C0000017169_TRINITY_DN4474_c1_g1,412.8,341
EOG093609HT,Missing,,,
EOG093609I6,Fragmented,C0000011182_TRINITY_DN2303_c0_g1,461.4,276
EOG093609I7,Fragmented,C0000001860_TRINITY_DN12286_c0_g1,360.5,180
EOG093609JA,Complete,C0000017565_TRINITY_DN20964_c0_g1,889.7,458
EOG093609KC,Missing,,,
EOG093609LK,Missing,,,
EOG093609MH,Fragmented,C0000013025_TRINITY_DN16055_c0_g1,529.6,280
EOG093609NR,Fragmented,C0000009857_TRINITY_DN29185_c0_g1,353.1,248
EOG093609NZ,Duplicated,C0000017509_TRINITY_DN3715_c0_g1,337.0,363
EOG093609NZ,Duplicated,C0000019924_TRINITY_DN10269_c0_g1,338.9,374
EOG093609O4,Missing,,,
EOG093609PH,Complete,C0000010915_TRINITY_DN30222_c0_g1,384.5,188
EOG093609PI,Fragmented,C0000012457_TRINITY_DN16008_c0_g1,401.4,286
EOG093609PW,Complete,C0000021092_TRINITY_DN8097_c0_g1,550.1,968
EOG093609Q8,Missing,,,
EOG093609QX,Complete,C0000018652_TRINITY_DN15128_c0_g1,817.6,413
EOG093609R4,Missing,,,
EOG093609SJ,Missing,,,
EOG093609SU,Missing,,,
EOG093609TC,Complete,C0000007211_TRINITY_DN6095_c0_g1,180.6,123
EOG093609TH,Missing,,,
EOG093609UI,Missing,,,
EOG093609UJ,Complete,C0000017193_TRINITY_DN16677_c0_g1,818.5,402
EOG093609VP,Duplicated,C0000018432_TRINITY_DN7896_c0_g1,923.4,430
EOG093609VP,Duplicated,C0000018440_TRINITY_DN7896_c0_g2,836.0,392
EOG093609VT,Fragmented,C0000010151_TRINITY_DN11612_c0_g1,383.5,200
EOG093609VZ,Missing,,,
EOG093609WJ,Complete,C0000017101_TRINITY_DN9965_c0_g1,717.2,366
EOG093609X6,Complete,C0000013054_TRINITY_DN1976_c0_g1,643.8,302
EOG093609XY,Missing,,,
EOG093609YB,Missing,,,
EOG093609YH,Fragmented,C0000012797_TRINITY_DN10299_c0_g1,171.6,99
EOG093609YQ,Fragmented,C0000008030_TRINITY_DN25054_c0_g1,510.6,282
EOG093609ZU,Complete,C0000016065_TRINITY_DN30523_c0_g1,850.4,413
EOG09360A0R,Complete,C0000018494_TRINITY_DN9622_c0_g1,622.6,352
EOG09360A16,Complete,C0000020126_TRINITY_DN10709_c0_g1,736.8,395
EOG09360A2C,Fragmented,C0000013819_TRINITY_DN29374_c0_g1,456.1,228
EOG09360A2I,Complete,C0000017368_TRINITY_DN9972_c0_g1,712.6,401
EOG09360A3A,Missing,,,
EOG09360A5W,Fragmented,C0000012427_TRINITY_DN16553_c0_g1,325.6,168
EOG09360A63,Complete,C0000014645_TRINITY_DN623_c0_g2,529.3,371
EOG09360A69,Fragmented,C0000012127_TRINITY_DN5941_c0_g1,622.4,348
EOG09360A72,Complete,C0000017370_TRINITY_DN11922_c0_g1,779.4,403
EOG09360A77,Complete,C0000016981_TRINITY_DN24447_c0_g1,332.0,291
EOG09360A7J,Missing,,,
EOG09360A7L,Complete,C0000013991_TRINITY_DN220_c0_g1,537.4,325
EOG09360A7W,Duplicated,C0000020839_TRINITY_DN3766_c0_g1,310.5,551
EOG09360A7W,Duplicated,C0000020840_TRINITY_DN3766_c0_g2,310.6,567
EOG09360A7X,Complete,C0000014099_TRINITY_DN11168_c0_g1,158.0,321
EOG09360A8D,Complete,C0000016316_TRINITY_DN6368_c1_g1,701.3,360
EOG09360A8J,Fragmented,C0000011222_TRINITY_DN26538_c0_g1,523.1,302
EOG09360A9V,Fragmented,C0000006628_TRINITY_DN20050_c0_g1,434.2,246
EOG09360AA1,Duplicated,C0000017525_TRINITY_DN34315_c0_g1,472.7,354
EOG09360AA1,Duplicated,C0000018194_TRINITY_DN6985_c0_g1,479.0,354
EOG09360AAI,Fragmented,C0000009277_TRINITY_DN16088_c0_g1,355.4,206
EOG09360AAM,Missing,,,
EOG09360AC9,Complete,C0000018539_TRINITY_DN233_c0_g1,557.9,432
EOG09360ADB,Complete,C0000018338_TRINITY_DN5988_c0_g1,747.1,518
EOG09360ADD,Complete,C0000020641_TRINITY_DN1467_c0_g1,699.5,355
EOG09360AE6,Fragmented,C0000009946_TRINITY_DN29510_c0_g1,453.8,237
EOG09360AEU,Fragmented,C0000001248_TRINITY_DN16823_c0_g1,313.1,169
EOG09360AH1,Fragmented,C0000012616_TRINITY_DN31379_c0_g1,556.4,287
EOG09360AI2,Fragmented,C0000009066_TRINITY_DN16217_c0_g1,508.0,258
EOG09360AJ0,Missing,,,
EOG09360AKC,Duplicated,C0000004311_TRINITY_DN6932_c0_g1,296.4,147
EOG09360AKC,Duplicated,C0000005000_TRINITY_DN6932_c1_g1,254.2,199
EOG09360AKC,Duplicated,C0000015481_TRINITY_DN11314_c0_g3,259.6,350
EOG09360AKZ,Complete,C0000017699_TRINITY_DN9532_c0_g1,757.7,380
EOG09360ALA,Complete,C0000017991_TRINITY_DN8968_c0_g1,791.0,360
EOG09360ALP,Complete,C0000013389_TRINITY_DN7222_c0_g2,624.4,321
EOG09360ALT,Complete,C0000013571_TRINITY_DN15869_c0_g1,798.6,381
EOG09360AMJ,Fragmented,C0000010650_TRINITY_DN8784_c0_g1,410.9,222
EOG09360AN8,Missing,,,
EOG09360ANA,Missing,,,
EOG09360ANO,Fragmented,C0000007583_TRINITY_DN25583_c0_g1,224.6,225
EOG09360AQ0,Fragmented,C0000012250_TRINITY_DN19656_c0_g1,314.5,175
EOG09360AQO,Complete,C0000016554_TRINITY_DN4704_c0_g1,530.9,308
EOG09360ARD,Complete,C0000018769_TRINITY_DN11083_c0_g1,540.8,348
EOG09360ARK,Duplicated,C0000015643_TRINITY_DN29494_c0_g1,398.3,428
EOG09360ARK,Duplicated,C0000015644_TRINITY_DN29494_c0_g2,398.3,428
EOG09360ASH,Missing,,,
EOG09360ATC,Missing,,,
EOG09360AW4,Fragmented,C0000016590_TRINITY_DN33782_c0_g1,461.4,227
EOG09360AW9,Missing,,,
EOG09360AWB,Complete,C0000017765_TRINITY_DN20340_c0_g1,793.5,408
EOG09360AWI,Complete,C0000009344_TRINITY_DN20564_c0_g1,605.3,309
EOG09360AWP,Complete,C0000011029_TRINITY_DN20013_c0_g1,390.6,231
EOG09360AWY,Complete,C0000015827_TRINITY_DN34172_c0_g1,636.0,341
EOG09360AX2,Complete,C0000016033_TRINITY_DN15178_c0_g1,606.3,375
EOG09360AXR,Complete,C0000009424_TRINITY_DN34478_c0_g1,309.8,184
EOG09360AYE,Complete,C0000016865_TRINITY_DN5469_c0_g1,489.9,433
EOG09360B27,Fragmented,C0000014414_TRINITY_DN25012_c0_g1,361.1,260
EOG09360B3J,Missing,,,
EOG09360B3R,Complete,C0000012671_TRINITY_DN3938_c0_g1,296.8,230
EOG09360B40,Missing,,,
EOG09360B41,Missing,,,
EOG09360B47,Complete,C0000014146_TRINITY_DN11331_c2_g1,671.1,305
EOG09360B4E,Missing,,,
EOG09360B4I,Complete,C0000016806_TRINITY_DN30087_c0_g1,416.5,358
EOG09360B4L,Fragmented,C0000014488_TRINITY_DN25692_c0_g1,486.1,260
EOG09360B4S,Complete,C0000020662_TRINITY_DN10818_c0_g1,954.6,577
EOG09360B4Z,Missing,,,
EOG09360B5K,Complete,C0000010913_TRINITY_DN15643_c0_g1,351.7,310
EOG09360B5S,Missing,,,
EOG09360B6P,Missing,,,
EOG09360B71,Complete,C0000003666_TRINITY_DN3701_c1_g1,324.8,180
EOG09360B8J,Complete,C0000016126_TRINITY_DN4415_c0_g1,586.1,384
EOG09360B9U,Fragmented,C0000010928_TRINITY_DN29994_c0_g1,541.4,303
EOG09360BA6,Fragmented,C0000009032_TRINITY_DN7837_c0_g1,646.1,278
EOG09360BAH,Fragmented,C0000002191_TRINITY_DN8113_c0_g2,224.4,118
EOG09360BAZ,Missing,,,
EOG09360BDG,Complete,C0000016674_TRINITY_DN6030_c0_g1,676.1,355
EOG09360BEF,Missing,,,
EOG09360BEL,Complete,C0000015895_TRINITY_DN15785_c0_g1,730.3,344
EOG09360BEM,Duplicated,C0000018037_TRINITY_DN2470_c0_g1,734.6,377
EOG09360BEM,Duplicated,C0000018043_TRINITY_DN2470_c0_g2,734.6,377
EOG09360BFF,Missing,,,
EOG09360BG3,Missing,,,
EOG09360BGE,Complete,C0000016271_TRINITY_DN34276_c0_g1,528.7,315
EOG09360BGG,Complete,C0000014859_TRINITY_DN24215_c0_g1,472.2,296
EOG09360BGW,Duplicated,C0000014221_TRINITY_DN12407_c0_g2,502.3,260
EOG09360BGW,Duplicated,C0000014230_TRINITY_DN12407_c0_g1,502.2,260
EOG09360BI5,Complete,C0000012431_TRINITY_DN3706_c0_g1,336.9,207
EOG09360BID,Complete,C0000020249_TRINITY_DN203_c0_g1,638.2,332
EOG09360BIG,Complete,C0000015945_TRINITY_DN2600_c0_g1,583.7,327
EOG09360BJ2,Missing,,,
EOG09360BJO,Fragmented,C0000000960_TRINITY_DN5180_c1_g1,280.1,160
EOG09360BKS,Complete,C0000017441_TRINITY_DN2131_c0_g2,519.2,311
EOG09360BLH,Complete,C0000012238_TRINITY_DN25120_c0_g1,391.9,222
EOG09360BM8,Missing,,,
EOG09360BN6,Complete,C0000018035_TRINITY_DN29847_c0_g1,771.6,395
EOG09360BNI,Missing,,,
EOG09360BOH,Fragmented,C0000004805_TRINITY_DN16018_c0_g1,400.5,216
EOG09360BPW,Complete,C0000018243_TRINITY_DN9519_c0_g1,468.6,289
EOG09360BQM,Missing,,,
EOG09360BQU,Missing,,,
EOG09360BR4,Fragmented,C0000014089_TRINITY_DN9387_c0_g1,87.4,166
EOG09360BRK,Missing,,,
EOG09360BRS,Missing,,,
EOG09360BSY,Complete,C0000016989_TRINITY_DN6001_c0_g1,640.9,336
EOG09360BT4,Fragmented,C0000000038_TRINITY_DN21378_c0_g1,358.6,165
EOG09360BTH,Fragmented,C0000013399_TRINITY_DN9470_c0_g2,464.4,253
EOG09360BVG,Missing,,,
EOG09360BWZ,Missing,,,
EOG09360BY2,Complete,C0000012613_TRINITY_DN20171_c0_g1,427.0,294
EOG09360BY3,Fragmented,C0000013814_TRINITY_DN375_c0_g1,417.1,267
EOG09360BYN,Complete,C0000007289_TRINITY_DN13106_c0_g1,198.0,184
EOG09360BYY,Fragmented,C0000016700_TRINITY_DN5842_c0_g1,312.2,212
EOG09360BZ0,Complete,C0000013903_TRINITY_DN19887_c0_g1,640.0,330
EOG09360C0Z,Complete,C0000015909_TRINITY_DN8995_c0_g1,682.8,413
EOG09360C3E,Duplicated,C0000015285_TRINITY_DN29277_c0_g1,573.1,317
EOG09360C3E,Duplicated,C0000015425_TRINITY_DN29277_c0_g2,568.1,319
EOG09360C3K,Missing,,,
EOG09360C5R,Missing,,,
EOG09360C5Z,Missing,,,
EOG09360C61,Complete,C0000020552_TRINITY_DN6222_c0_g1,225.4,465
EOG09360C6T,Fragmented,C0000004156_TRINITY_DN17439_c0_g1,300.3,137
EOG09360C7E,Complete,C0000012641_TRINITY_DN13240_c0_g1,610.1,308
EOG09360C7N,Complete,C0000018671_TRINITY_DN173_c0_g1,577.8,308
EOG09360C8Y,Complete,C0000018720_TRINITY_DN11089_c0_g1,571.7,338
EOG09360CCO,Fragmented,C0000002577_TRINITY_DN34798_c0_g1,314.6,175
EOG09360CCQ,Complete,C0000013097_TRINITY_DN20847_c0_g1,469.4,262
EOG09360CDH,Complete,C0000015275_TRINITY_DN24479_c0_g1,641.6,322
EOG09360CEB,Missing,,,
EOG09360CEF,Complete,C0000013791_TRINITY_DN17162_c0_g1,612.3,316
EOG09360CFL,Duplicated,C0000018906_TRINITY_DN14770_c0_g1,704.6,399
EOG09360CFL,Duplicated,C0000019299_TRINITY_DN10905_c0_g2,626.3,365
EOG09360CG1,Complete,C0000017576_TRINITY_DN11465_c0_g1,639.4,390
EOG09360CG3,Complete,C0000018570_TRINITY_DN33826_c0_g1,556.9,299
EOG09360CGS,Complete,C0000017162_TRINITY_DN20095_c0_g1,665.6,352
EOG09360CH3,Complete,C0000012572_TRINITY_DN6294_c0_g1,297.8,243
EOG09360CHA,Fragmented,C0000006773_TRINITY_DN35798_c0_g1,257.7,151
EOG09360CI2,Missing,,,
EOG09360CK0,Fragmented,C0000010201_TRINITY_DN21549_c0_g1,367.9,194
EOG09360CMF,Complete,C0000012835_TRINITY_DN3794_c0_g1,409.2,302
EOG09360CMK,Fragmented,C0000002837_TRINITY_DN21333_c0_g1,266.9,163
EOG09360CMV,Missing,,,
EOG09360CNG,Fragmented,C0000020609_TRINITY_DN8479_c0_g1,340.1,209
EOG09360CNL,Duplicated,C0000018091_TRINITY_DN8071_c0_g1,640.3,341
EOG09360CNL,Duplicated,C0000018092_TRINITY_DN8071_c0_g2,640.3,341
EOG09360CNL,Duplicated,C0000018093_TRINITY_DN8071_c0_g3,640.3,341
EOG09360CP3,Missing,,,
EOG09360CPN,Missing,,,
EOG09360CRR,Fragmented,C0000007292_TRINITY_DN20577_c0_g1,245.7,224
EOG09360CTZ,Complete,C0000019679_TRINITY_DN8756_c0_g2,525.7,542
EOG09360CVE,Fragmented,C0000002825_TRINITY_DN5883_c1_g1,194.7,128
EOG09360CVM,Missing,,,
EOG09360CW3,Fragmented,C0000010818_TRINITY_DN30104_c0_g1,422.6,232
EOG09360CWE,Complete,C0000018446_TRINITY_DN7561_c0_g1,733.4,476
EOG09360CX9,Complete,C0000015928_TRINITY_DN20225_c0_g1,286.7,325
EOG09360CXD,Fragmented,C0000006282_TRINITY_DN5068_c0_g2,256.2,181
EOG09360CXH,Missing,,,
EOG09360CXL,Fragmented,C0000008236_TRINITY_DN21338_c0_g1,408.5,230
EOG09360CYM,Complete,C0000016159_TRINITY_DN8884_c0_g1,787.2,396
EOG09360CYS,Complete,C0000018264_TRINITY_DN9731_c0_g1,656.1,311
EOG09360D01,Complete,C0000019787_TRINITY_DN8855_c0_g1,567.1,343
EOG09360D08,Complete,C0000015371_TRINITY_DN365_c0_g1,566.2,318
EOG09360D0R,Complete,C0000017154_TRINITY_DN25522_c0_g1,775.2,404
EOG09360D2F,Complete,C0000004638_TRINITY_DN12219_c0_g1,271.2,153
EOG09360D2X,Complete,C0000021068_TRINITY_DN9908_c0_g1,225.2,194
EOG09360D36,Complete,C0000016852_TRINITY_DN5475_c0_g1,606.1,296
EOG09360D3T,Missing,,,
EOG09360D41,Missing,,,
EOG09360D4T,Complete,C0000015685_TRINITY_DN10134_c0_g1,591.3,303
EOG09360D4X,Fragmented,C0000005677_TRINITY_DN33573_c0_g1,369.0,189
EOG09360D63,Complete,C0000013068_TRINITY_DN9830_c0_g1,486.9,349
EOG09360D64,Fragmented,C0000011552_TRINITY_DN5631_c0_g1,480.7,345
EOG09360D6G,Fragmented,C0000010645_TRINITY_DN34833_c0_g1,537.6,267
EOG09360D6K,Missing,,,
EOG09360D7I,Missing,,,
EOG09360D7K,Complete,C0000016352_TRINITY_DN3570_c0_g1,588.2,363
EOG09360D8B,Complete,C0000014510_TRINITY_DN8767_c0_g1,612.3,295
EOG09360D8C,Duplicated,C0000012311_TRINITY_DN9094_c0_g1,338.1,277
EOG09360D8C,Duplicated,C0000016871_TRINITY_DN8941_c0_g3,343.4,330
EOG09360D8C,Duplicated,C0000017198_TRINITY_DN24152_c0_g1,353.3,323
EOG09360D9L,Fragmented,C0000003173_TRINITY_DN1870_c0_g1,129.4,108
EOG09360D9T,Missing,,,
EOG09360DBC,Complete,C0000019740_TRINITY_DN9809_c0_g1,461.5,273
EOG09360DBO,Fragmented,C0000015233_TRINITY_DN9832_c0_g1,376.5,220
EOG09360DBZ,Fragmented,C0000004012_TRINITY_DN26243_c0_g1,344.8,195
EOG09360DCC,Complete,C0000016818_TRINITY_DN14792_c0_g1,557.2,296
EOG09360DCI,Complete,C0000014278_TRINITY_DN2636_c0_g1,563.9,300
EOG09360DCR,Complete,C0000018778_TRINITY_DN685_c0_g1,568.8,346
EOG09360DD0,Complete,C0000017900_TRINITY_DN15913_c0_g1,512.4,298
EOG09360DDG,Missing,,,
